39.186369444	125.680047222	23.9
39.186369444	125.679984657	23.8
39.186369444	125.679922092	23.6
39.186369444	125.679859527	23.4
39.186369444	125.679796962	23.2
39.186369444	125.679734397	23.0
39.186369444	125.679671832	22.8
39.186369444	125.679609267	22.6
39.186369444	125.679546702	22.4
39.186369444	125.679484137	22.2
39.186369444	125.679421572	22.0
39.186369444	125.679359007	21.8
39.186369444	125.679296442	21.5
39.186369444	125.679233877	21.3
39.186369444	125.679171312	21.1
39.186369444	125.679108747	21.1
39.186369444	125.679046182	21.1
39.186369444	125.678983617	21.1
39.186369444	125.678921052	21.1
39.186369444	125.678858487	21.2
39.186369444	125.678795922	21.4
39.186369444	125.678733357	21.6
39.186369444	125.678670792	21.8
39.186369444	125.678608227	22.0
39.186369444	125.678545662	22.2
39.186369444	125.678483097	22.4
39.186369444	125.678420532	22.6
39.186369444	125.678357967	22.8
39.186369444	125.678295402	23.1
39.186369444	125.678232837	23.3
39.186369444	125.678170272	23.5
39.186369444	125.678107707	23.7
39.186369444	125.678045142	23.9
39.186369444	125.677982577	23.9
39.186369444	125.677920012	23.9
39.186369444	125.677857447	23.9
39.186369444	125.677794882	23.9
39.186369444	125.677732317	23.9
39.186369444	125.677669752	23.9
39.186369444	125.677607187	23.9
39.186369444	125.677544622	23.9
39.186369444	125.677482057	24.0
39.186369444	125.677419492	24.2
39.186369444	125.677356927	24.5
39.186369444	125.677294362	24.7
39.186369444	125.677231797	25.0
39.186369444	125.677169232	25.2
39.186369444	125.677106667	25.4
39.186369444	125.677044102	25.7
39.186369444	125.676981537	25.9
39.186369444	125.676918972	26.0
39.186369444	125.676856407	25.8
39.186369444	125.676793842	25.6
39.186369444	125.676731277	25.4
39.186369444	125.676668712	25.2
39.186369444	125.676606147	25.2
39.186369444	125.676543582	25.2
39.186369444	125.676481017	25.2
39.186369444	125.676418452	25.2
39.186369444	125.676355887	25.1
39.186369444	125.676293322	24.9
39.186369444	125.676230757	24.6
39.186369444	125.676168192	24.4
39.186369444	125.676105627	24.2
39.186369444	125.676043062	24.2
39.186369444	125.675980497	24.2
39.186369444	125.675917932	24.2
39.186369444	125.675855367	24.1
39.186369444	125.675792802	24.0
39.186369444	125.675730237	23.8
39.186369444	125.675667672	23.5
39.186369444	125.675605107	23.3
39.186369444	125.675542542	23.1
39.186369444	125.675479977	23.1
39.186369444	125.675417412	23.1
39.186369444	125.675354847	23.1
39.186369444	125.675292282	23.1
39.186369444	125.675229717	23.1
39.186369444	125.675167152	23.1
